Car_Number,Arrive,Depart,Wait,Direction
9636,62564,62576,12,N
9483,62012,62580,568,E
9191,60968,62584,1616,W
9639,62574,62588,14,S
9486,62025,62592,567,E
9641,62583,62596,13,N
9194,60978,62600,1622,W
9490,62038,62604,566,E
9644,62595,62608,13,S
9196,60988,62612,1624,W
9647,62602,62616,14,N
9495,62051,62620,569,E
9199,60998,62624,1626,W
9650,62616,62628,12,S
9497,62064,62632,568,E
9652,62621,62636,15,N
9202,61008,62640,1632,W
9501,62077,62644,567,E
9656,62637,62648,11,S
9658,62640,62652,12,N
9206,61018,62656,1638,W
9505,62090,62660,570,E
9208,61028,62664,1636,W
9661,62658,62668,10,S
9663,62659,62672,13,N
9508,62103,62676,573,E
9212,61038,62680,1642,W
9512,62116,62684,568,E
9667,62678,62688,10,N
9669,62679,62692,13,S
9213,61048,62696,1648,W
9516,62129,62700,571,E
9217,61058,62704,1646,W
9672,62697,62708,11,N
9674,62700,62712,12,S
9519,62142,62716,574,E
9219,61068,62720,1652,W
9678,62716,62724,8,N
9523,62155,62728,573,E
9223,61078,62732,1654,W
9680,62721,62736,15,S
9526,62168,62740,572,E
9225,61088,62744,1656,W
9683,62735,62748,13,N
9530,62181,62752,571,E
9686,62742,62756,14,S
9229,61098,62760,1662,W
9533,62194,62764,570,E
9689,62754,62768,14,N
9231,61108,62772,1664,W
9691,62763,62776,13,S
9537,62207,62780,573,E
9234,61118,62784,1666,W
9694,62773,62788,15,N
9541,62220,62792,572,E
9697,62784,62796,12,S
9237,61128,62800,1672,W
9699,62792,62804,12,N
9544,62233,62808,575,E
9240,61138,62812,1674,W
9702,62805,62816,11,S
9548,62246,62820,574,E
9705,62811,62824,13,N
9243,61148,62828,1680,W
9552,62259,62832,573,E
9708,62826,62836,10,S
9246,61158,62840,1682,W
9710,62830,62844,14,N
9555,62272,62848,576,E
9248,61168,62852,1684,W
9714,62847,62856,9,S
9559,62285,62860,575,E
9716,62849,62864,15,N
9251,61178,62868,1690,W
9562,62298,62872,574,E
9719,62868,62876,8,S
9720,62868,62880,12,N
9254,61188,62884,1696,W
9566,62311,62888,577,E
9258,61198,62892,1694,W
9725,62887,62896,9,N
9570,62324,62900,576,E
9727,62889,62904,15,S
9260,61208,62908,1700,W
9573,62337,62912,575,E
9730,62906,62916,10,N
9263,61218,62920,1702,W
9733,62910,62924,14,S
9577,62350,62928,578,E
9265,61228,62932,1704,W
9736,62925,62936,11,N
9580,62363,62940,577,E
9738,62931,62944,13,S
9269,61238,62948,1710,W
9584,62376,62952,576,E
9741,62944,62956,12,N
9271,61248,62960,1712,W
9744,62952,62964,12,S
9588,62389,62968,579,E
9275,61258,62972,1714,W
9747,62963,62976,13,N
9591,62402,62980,578,E
9276,61268,62984,1716,W
9749,62973,62988,15,S
9595,62415,62992,577,E
9752,62982,62996,14,N
9280,61278,63000,1722,W
9598,62428,63004,576,E
9755,62994,63008,14,S
9282,61288,63012,1724,W
9758,63001,63016,15,N
9602,62441,63020,579,E
9286,61298,63024,1726,W
9761,63015,63028,13,S
9763,63020,63032,12,N
9606,62454,63036,582,E
9287,61308,63040,1732,W
9766,63036,63044,8,S
9608,62467,63048,581,E
9768,63039,63052,13,N
9291,61318,63056,1738,W
9613,62480,63060,580,E
9293,61328,63064,1736,W
9772,63057,63068,11,S
9773,63058,63072,14,N
9617,62493,63076,583,E
9297,61338,63080,1742,W
9619,62506,63084,578,E
9777,63077,63088,11,N
9778,63078,63092,14,S
9299,61348,63096,1748,W
9624,62519,63100,581,E
9783,63096,63104,8,N
9302,61358,63108,1750,W
9785,63099,63112,13,S
9628,62532,63116,584,E
9305,61368,63120,1752,W
9788,63115,63124,9,N
9631,62545,63128,583,E
9791,63120,63132,12,S
9308,61378,63136,1758,W
9634,62558,63140,582,E
9794,63134,63144,10,N
9311,61388,63148,1760,W
9638,62571,63152,581,E
9796,63141,63156,15,S
9313,61398,63160,1762,W
9642,62584,63164,580,E
9799,63153,63168,15,N
9316,61408,63172,1764,W
9802,63162,63176,14,S
9645,62597,63180,583,E
9805,63172,63184,12,N
9318,61418,63188,1770,W
9649,62610,63192,582,E
9808,63183,63196,13,S
9322,61428,63200,1772,W
9810,63191,63204,13,N
9653,62623,63208,585,E
9323,61438,63212,1774,W
9813,63204,63216,12,S
9655,62636,63220,584,E
9816,63210,63224,14,N
9327,61448,63228,1780,W
9660,62649,63232,583,E
9819,63225,63236,11,S
9329,61458,63240,1782,W
9821,63229,63244,15,N
9664,62662,63248,586,E
9333,61468,63252,1784,W
9824,63246,63256,10,S
9826,63248,63260,12,N
9666,62675,63264,589,E
9334,61478,63268,1790,W
9670,62688,63272,584,E
9830,63267,63276,9,S
9831,63267,63280,13,N
9338,61488,63284,1796,W
9675,62701,63288,587,E
9340,61498,63292,1794,W
9835,63286,63296,10,N
9837,63288,63300,12,S
9677,62714,63304,590,E
9344,61508,63308,1800,W
9681,62727,63312,585,E
9841,63305,63316,11,N
9346,61518,63320,1802,W
9843,63309,63324,15,S
9685,62740,63328,588,E
9349,61528,63332,1804,W
9846,63324,63336,12,N
9688,62753,63340,587,E
9849,63330,63344,14,S
9352,61538,63348,1810,W
9692,62766,63352,586,E
9852,63343,63356,13,N
9355,61548,63360,1812,W
9854,63351,63364,13,S
9696,62779,63368,589,E
9358,61558,63372,1814,W
9857,63362,63376,14,N
9700,62792,63380,588,E
9860,63372,63384,12,S
9360,61568,63388,1820,W
9703,62805,63392,587,E
9863,63381,63396,15,N
9363,61578,63400,1822,W
9706,62818,63404,586,E
9866,63393,63408,15,S
9868,63400,63412,12,N
9366,61588,63416,1828,W
9711,62831,63420,589,E
9871,63414,63424,10,S
9369,61598,63428,1830,W
9874,63419,63432,13,N
9713,62844,63436,592,E
9371,61608,63440,1832,W
9877,63435,63444,9,S
9717,62857,63448,591,E
9878,63438,63452,14,N
9374,61618,63456,1838,W
9722,62870,63460,590,E
9883,63456,63464,8,S
9376,61628,63468,1840,W
9884,63457,63472,15,N
9724,62883,63476,593,E
9380,61638,63480,1842,W
9888,63476,63484,8,N
9728,62896,63488,592,E
9889,63477,63492,15,S
9382,61648,63496,1848,W
9732,62909,63500,591,E
9894,63495,63504,9,N
9385,61658,63508,1850,W
9895,63498,63512,14,S
9735,62922,63516,594,E
9387,61668,63520,1852,W
9899,63514,63524,10,N
9739,62935,63528,593,E
9901,63519,63532,13,S
9391,61678,63536,1858,W
9742,62948,63540,592,E
9904,63533,63544,11,N
9393,61688,63548,1860,W
9907,63540,63552,12,S
9746,62961,63556,595,E
9396,61698,63560,1862,W
9910,63552,63564,12,N
9750,62974,63568,594,E
9398,61708,63572,1864,W
9913,63561,63576,15,S
9753,62987,63580,593,E
9915,63571,63584,13,N
9402,61718,63588,1870,W
9757,63000,63592,592,E
9918,63582,63596,14,S
9405,61728,63600,1872,W
9921,63590,63604,14,N
9760,63013,63608,595,E
9407,61738,63612,1874,W
9924,63603,63616,13,S
9764,63026,63620,594,E
9926,63609,63624,15,N
9410,61748,63628,1880,W
9769,63039,63632,593,E
9929,63624,63636,12,S
9931,63628,63640,12,N
9413,61758,63644,1886,W
9771,63052,63648,596,E
9416,61768,63652,1884,W
9935,63645,63656,11,S
9936,63647,63660,13,N
9775,63065,63664,599,E
9419,61778,63668,1890,W
9779,63078,63672,594,E
9941,63666,63676,10,S
9942,63666,63680,14,N
9421,61788,63684,1896,W
9782,63091,63688,597,E
9424,61798,63692,1894,W
9946,63685,63696,11,N
9947,63687,63700,13,S
9786,63104,63704,600,E
9427,61808,63708,1900,W
9952,63704,63712,8,N
9789,63117,63716,599,E
9953,63708,63720,12,S
9430,61818,63724,1906,W
9793,63130,63728,598,E
9957,63723,63732,9,N
9432,61828,63736,1908,W
9797,63143,63740,597,E
9960,63729,63744,15,S
9434,61838,63748,1910,W
9800,63156,63752,596,E
9963,63742,63756,14,N
9438,61848,63760,1912,W
9965,63750,63764,14,S
9804,63169,63768,599,E
9440,61858,63772,1914,W
9968,63761,63776,15,N
9807,63182,63780,598,E
9971,63771,63784,13,S
9443,61868,63788,1920,W
9973,63780,63792,12,N
9811,63195,63796,601,E
9445,61878,63800,1922,W
9976,63792,63804,12,S
9814,63208,63808,600,E
9979,63799,63812,13,N
9449,61888,63816,1928,W
9818,63221,63820,599,E
9982,63813,63824,11,S
9451,61898,63828,1930,W
9983,63818,63832,14,N
9822,63234,63836,602,E
9455,61908,63840,1932,W
9988,63834,63844,10,S
9825,63247,63848,601,E
9989,63837,63852,15,N
9457,61918,63856,1938,W
9829,63260,63860,600,E
9993,63855,63864,9,S
9994,63856,63868,12,N
9460,61928,63872,1944,W
9833,63273,63876,603,E
9463,61938,63880,1942,W
9999,63875,63884,9,N
10000,63876,63888,12,S
9836,63286,63892,606,E
9466,61948,63896,1948,W
9840,63299,63900,601,E
10004,63894,63904,10,N
9468,61958,63908,1950,W
10005,63897,63912,15,S
9844,63312,63916,604,E
9471,61968,63920,1952,W
10010,63913,63924,11,N
9847,63325,63928,603,E
10011,63918,63932,14,S
9474,61978,63936,1958,W
9850,63338,63940,602,E
10015,63932,63944,12,N
9477,61988,63948,1960,W
10018,63939,63952,13,S
9855,63351,63956,605,E
9479,61998,63960,1962,W
10021,63951,63964,13,N
9858,63364,63968,604,E
10023,63960,63972,12,S
9482,62008,63976,1968,W
9861,63377,63980,603,E
10026,63970,63984,14,N
9485,62018,63988,1970,W
9865,63390,63992,602,E
10029,63981,63996,15,S
9488,62028,64000,1972,W
10032,63989,64004,15,N
9869,63403,64008,605,E
9491,62038,64012,1974,W
10035,64002,64016,14,S
10036,64008,64020,12,N
9872,63416,64024,608,E
9492,62048,64028,1980,W
10040,64023,64032,9,S
9876,63429,64036,607,E
10041,64027,64040,13,N
9496,62058,64044,1986,W
9880,63442,64048,606,E
10046,64044,64052,8,S
9498,62068,64056,1988,W
10047,64046,64060,14,N
9882,63455,64064,609,E
9502,62078,64068,1990,W
9886,63468,64072,604,E
10051,64065,64076,11,S
10052,64065,64080,15,N
9503,62088,64084,1996,W
9891,63481,64088,607,E
10057,64084,64092,8,N
9507,62098,64096,1998,W
10058,64086,64100,14,S
9893,63494,64104,610,E
9510,62108,64108,2000,W
10062,64103,64112,9,N
9897,63507,64116,609,E
10064,64107,64120,13,S
9513,62118,64124,2006,W
9902,63520,64128,608,E
10068,64122,64132,10,N
9515,62128,64136,2008,W
10069,64128,64140,12,S
9905,63533,64144,611,E
9518,62138,64148,2010,W
10073,64141,64152,11,N
9908,63546,64156,610,E
9521,62148,64160,2012,W
10076,64149,64164,15,S
9912,63559,64168,609,E
10079,64160,64172,12,N
9524,62158,64176,2018,W
9916,63572,64180,608,E
10081,64170,64184,14,S
9527,62168,64188,2020,W
10084,64179,64192,13,N
9919,63585,64196,611,E
9529,62178,64200,2022,W
10087,64191,64204,13,S
9922,63598,64208,610,E
10089,64198,64212,14,N
9532,62188,64216,2028,W
9927,63611,64220,609,E
10093,64212,64224,12,S
9535,62198,64228,2030,W
10094,64217,64232,15,N
9930,63624,64236,612,E
9538,62208,64240,2032,W
10098,64233,64244,11,S
10100,64236,64248,12,N
9933,63637,64252,615,E
9540,62218,64256,2038,W
9938,63650,64260,610,E
10104,64254,64264,10,S
10105,64255,64268,13,N
9543,62228,64272,2044,W
9940,63663,64276,613,E
9546,62238,64280,2042,W
10109,64274,64284,10,N
10111,64275,64288,13,S
9944,63676,64292,616,E
9549,62248,64296,2048,W
9949,63689,64300,611,E
10115,64293,64304,11,N
10116,64296,64308,12,S
9550,62258,64312,2054,W
9951,63702,64316,614,E
10120,64312,64320,8,N
9554,62268,64324,2056,W
9955,63715,64328,613,E
10122,64317,64332,15,S
9556,62278,64336,2058,W
9958,63728,64340,612,E
10126,64331,64344,13,N
9560,62288,64348,2060,W
10127,64338,64352,14,S
9962,63741,64356,615,E
9563,62298,64360,2062,W
10131,64350,64364,14,N
9966,63754,64368,614,E
10134,64359,64372,13,S
9565,62308,64376,2068,W
9969,63767,64380,613,E
10137,64369,64384,15,N
9568,62318,64388,2070,W
10140,64380,64392,12,S
9974,63780,64396,616,E
10141,64388,64400,12,N
9571,62328,64404,2076,W
9977,63793,64408,615,E
10145,64401,64412,11,S
9574,62338,64416,2078,W
10147,64407,64420,13,N
9980,63806,64424,618,E
9576,62348,64428,2080,W
10151,64422,64432,10,S
9985,63819,64436,617,E
10152,64426,64440,14,N
9579,62358,64444,2086,W
9987,63832,64448,616,E
10156,64443,64452,9,S
9582,62368,64456,2088,W
10158,64445,64460,15,N
9991,63845,64464,619,E
9585,62378,64468,2090,W
10162,64464,64472,8,S
10163,64464,64476,12,N
9995,63858,64480,622,E
9587,62388,64484,2096,W
9998,63871,64488,617,E
10168,64483,64492,9,N
9590,62398,64496,2098,W
10169,64485,64500,15,S
10002,63884,64504,620,E
9593,62408,64508,2100,W
10173,64502,64512,10,N
10006,63897,64516,619,E
10174,64506,64520,14,S
9596,62418,64524,2106,W
10009,63910,64528,618,E
10178,64521,64532,11,N
9599,62428,64536,2108,W
10180,64527,64540,13,S
10013,63923,64544,621,E
9601,62438,64548,2110,W
10184,64540,64552,12,N
10016,63936,64556,620,E
10186,64548,64560,12,S
9604,62448,64564,2116,W
10020,63949,64568,619,E
10189,64559,64572,13,N
9607,62458,64576,2118,W
10024,63962,64580,618,E
10192,64569,64584,15,S
9609,62468,64588,2120,W
10194,64578,64592,14,N
10027,63975,64596,621,E
9612,62478,64600,2122,W
10198,64590,64604,14,S
10030,63988,64608,620,E
10199,64597,64612,15,N
9615,62488,64616,2128,W
10034,64001,64620,619,E
10203,64611,64624,13,S
10205,64616,64628,12,N
9618,62498,64632,2134,W
10038,64014,64636,622,E
10209,64632,64640,8,S
9621,62508,64644,2136,W
10210,64635,64648,13,N
10042,64027,64652,625,E
9623,62518,64656,2138,W
10045,64040,64660,620,E
10215,64653,64664,11,S
10216,64654,64668,14,N
9626,62528,64672,2144,W
10049,64053,64676,623,E
9629,62538,64680,2142,W
10220,64673,64684,11,N
10221,64674,64688,14,S
10053,64066,64692,626,E
9632,62548,64696,2148,W
10226,64692,64700,8,N
10056,64079,64704,625,E
10227,64695,64708,13,S
9635,62558,64712,2154,W
10060,64092,64716,624,E
10231,64711,64720,9,N
9637,62568,64724,2156,W
10232,64716,64728,12,S
10063,64105,64732,627,E
9640,62578,64736,2158,W
10237,64730,64740,10,N
10066,64118,64744,626,E
9643,62588,64748,2160,W
10238,64737,64752,15,S
10071,64131,64756,625,E
9646,62598,64760,2162,W
10242,64749,64764,15,N
10074,64144,64768,624,E
10244,64758,64772,14,S
9648,62608,64776,2168,W
10246,64768,64780,12,N
10077,64157,64784,627,E
9651,62618,64788,2170,W
10250,64779,64792,13,S
10082,64170,64796,626,E
10252,64787,64800,13,N
9654,62628,64804,2176,W
10085,64183,64808,625,E
10256,64800,64812,12,S
9657,62638,64816,2178,W
10257,64806,64820,14,N
10088,64196,64824,628,E
9659,62648,64828,2180,W
10092,64209,64832,623,E
10262,64828,64836,8,S
9662,62658,64840,2182,W
10263,64832,64844,12,N
10096,64222,64848,626,E
9665,62668,64852,2184,W
10099,64235,64856,621,E
9668,62678,64860,2182,W
10267,64856,64864,8,S
10102,64248,64868,620,E
10268,64858,64872,14,N
9671,62688,64876,2188,W
10107,64261,64880,619,E
9673,62698,64884,2186,W
10110,64274,64888,614,E
10273,64884,64892,8,S
10274,64884,64896,12,N
9676,62708,64900,2192,W
10113,64287,64904,617,E
9679,62718,64908,2190,W
10118,64300,64912,612,E
9682,62728,64916,2188,W
10279,64910,64920,10,N
10280,64912,64924,12,S
10121,64313,64928,615,E
9684,62738,64932,2194,W
10124,64326,64936,610,E
9687,62748,64940,2192,W
10284,64936,64944,8,N
10129,64339,64948,609,E
10285,64940,64952,12,S
9690,62758,64956,2198,W
10132,64352,64960,608,E
9693,62768,64964,2196,W
10135,64365,64968,603,E
10289,64962,64972,10,N
9695,62778,64976,2198,W
10291,64968,64980,12,S
10138,64378,64984,606,E
9698,62788,64988,2200,W
10143,64391,64992,601,E
10294,64988,64996,8,N
9701,62798,65000,2202,W
10146,64404,65004,600,E
10297,64996,65008,12,S
9704,62808,65012,2204,W
10149,64417,65016,599,E
9707,62818,65020,2202,W
10300,65014,65024,10,N
10154,64430,65028,598,E
9709,62828,65032,2204,W
10302,65024,65036,12,S
10157,64443,65040,597,E
9712,62838,65044,2206,W
10305,65040,65048,8,N
10160,64456,65052,596,E
9715,62848,65056,2208,W
10308,65052,65060,8,S
10165,64469,65064,595,E
9718,62858,65068,2210,W
10167,64482,65072,590,E
10311,65066,65076,10,N
9721,62868,65080,2212,W
10171,64495,65084,589,E
10314,65080,65088,8,S
9723,62878,65092,2214,W
10175,64508,65096,588,E
10316,65092,65100,8,N
9726,62888,65104,2216,W
10179,64521,65108,587,E
9729,62898,65112,2214,W
10319,65108,65116,8,S
10182,64534,65120,586,E
9731,62908,65124,2216,W
10322,65118,65128,10,N
10185,64547,65132,585,E
9734,62918,65136,2218,W
10190,64560,65140,580,E
10325,65136,65144,8,S
9737,62928,65148,2220,W
10193,64573,65152,579,E
10326,65144,65156,12,N
9740,62938,65160,2222,W
10196,64586,65164,578,E
9743,62948,65168,2220,W
10330,65164,65172,8,S
10201,64599,65176,577,E
9745,62958,65180,2222,W
10332,65170,65184,14,N
10204,64612,65188,576,E
9748,62968,65192,2224,W
10207,64625,65196,571,E
10336,65192,65200,8,S
9751,62978,65204,2226,W
10337,65196,65208,12,N
10211,64638,65212,574,E
9754,62988,65216,2228,W
10214,64651,65220,569,E
9756,62998,65224,2226,W
10342,65220,65228,8,S
10218,64664,65232,568,E
10343,65222,65236,14,N
9759,63008,65240,2232,W
10222,64677,65244,567,E
9762,63018,65248,2230,W
10225,64690,65252,562,E
10347,65248,65256,8,S
10348,65248,65260,12,N
9765,63028,65264,2236,W
10229,64703,65268,565,E
9767,63038,65272,2234,W
10233,64716,65276,560,E
9770,63048,65280,2232,W
10353,65274,65284,10,N
10354,65276,65288,12,S
10236,64729,65292,563,E
9774,63058,65296,2238,W
10240,64742,65300,558,E
9776,63068,65304,2236,W
10358,65300,65308,8,N
10243,64755,65312,557,E
10360,65304,65316,12,S
9780,63078,65320,2242,W
10247,64768,65324,556,E
9781,63088,65328,2240,W
10251,64781,65332,551,E
10363,65326,65336,10,N
9784,63098,65340,2242,W
10365,65332,65344,12,S
10254,64794,65348,554,E
9787,63108,65352,2244,W
10258,64807,65356,549,E
10369,65352,65360,8,N
9790,63118,65364,2246,W
10261,64824,65368,544,E
10371,65360,65372,12,S
9792,63128,65376,2248,W
10265,64841,65380,539,E
9795,63138,65384,2246,W
10374,65378,65388,10,N
10269,64858,65392,534,E
9798,63148,65396,2248,W
10377,65388,65400,12,S
10271,64875,65404,529,E
9801,63158,65408,2250,W
10380,65404,65412,8,N
10275,64892,65416,524,E
9803,63168,65420,2252,W
10382,65416,65424,8,S
10278,64909,65428,519,E
9806,63178,65432,2254,W
10282,64926,65436,510,E
10385,65430,65440,10,N
9809,63188,65444,2256,W
10286,64943,65448,505,E
10388,65444,65452,8,S
9812,63198,65456,2258,W
10288,64960,65460,500,E
10391,65456,65464,8,N
9815,63208,65468,2260,W
10293,64977,65472,495,E
9817,63218,65476,2258,W
10394,65472,65480,8,S
10296,64994,65484,490,E
9820,63228,65488,2260,W
10396,65482,65492,10,N
10299,65011,65496,485,E
9823,63238,65500,2262,W
10303,65028,65504,476,E
10399,65500,65508,8,S
9827,63248,65512,2264,W
10306,65045,65516,471,E
10401,65508,65520,12,N
9828,63258,65524,2266,W
10310,65062,65528,466,E
9832,63268,65532,2264,W
10405,65528,65536,8,S
10313,65079,65540,461,E
9834,63278,65544,2266,W
10406,65534,65548,14,N
10317,65096,65552,456,E
9838,63288,65556,2268,W
10320,65113,65560,447,E
10411,65556,65564,8,S
9839,63298,65568,2270,W
10412,65560,65572,12,N
10323,65130,65576,446,E
9842,63308,65580,2272,W
10328,65147,65584,437,E
9845,63318,65588,2270,W
10416,65584,65592,8,S
10331,65164,65596,432,E
10417,65586,65600,14,N
9848,63328,65604,2276,W
10334,65181,65608,427,E
9851,63338,65612,2274,W
10338,65198,65616,418,E
10422,65612,65620,8,S
10423,65612,65624,12,N
9853,63348,65628,2280,W
10341,65215,65632,417,E
9856,63358,65636,2278,W
10345,65232,65640,408,E
9859,63368,65644,2276,W
10427,65638,65648,10,N
10428,65640,65652,12,S
10349,65249,65656,407,E
9862,63378,65660,2282,W
10351,65266,65664,398,E
9864,63388,65668,2280,W
10433,65664,65672,8,N
10355,65283,65676,393,E
10434,65668,65680,12,S
9867,63398,65684,2286,W
10359,65300,65688,388,E
9870,63408,65692,2284,W
10362,65317,65696,379,E
10437,65690,65700,10,N
9873,63418,65704,2286,W
10440,65696,65708,12,S
10366,65334,65712,378,E
9875,63428,65716,2288,W
10368,65351,65720,369,E
10443,65716,65724,8,N
9879,63438,65728,2290,W
10372,65368,65732,364,E
10445,65724,65736,12,S
9881,63448,65740,2292,W
10376,65385,65744,359,E
9885,63458,65748,2290,W
10448,65742,65752,10,N
10379,65402,65756,354,E
9887,63468,65760,2292,W
10451,65752,65764,12,S
10383,65419,65768,349,E
9890,63478,65772,2294,W
10454,65768,65776,8,N
10386,65436,65780,344,E
9892,63488,65784,2296,W
10457,65780,65788,8,S
10390,65453,65792,339,E
9896,63498,65796,2298,W
10393,65470,65800,330,E
10460,65794,65804,10,N
9898,63508,65808,2300,W
10397,65487,65812,325,E
10462,65808,65816,8,S
9900,63518,65820,2302,W
10400,65504,65824,320,E
10465,65820,65828,8,N
9903,63528,65832,2304,W
10403,65521,65836,315,E
9906,63538,65840,2302,W
10468,65836,65844,8,S
10408,65538,65848,310,E
9909,63548,65852,2304,W
10471,65846,65856,10,N
10410,65555,65860,305,E
9911,63558,65864,2306,W
10414,65572,65868,296,E
10474,65864,65872,8,S
9914,63568,65876,2308,W
10418,65589,65880,291,E
10475,65872,65884,12,N
9917,63578,65888,2310,W
10420,65606,65892,286,E
9920,63588,65896,2308,W
10479,65892,65900,8,S
10425,65623,65904,281,E
9923,63598,65908,2310,W
10481,65898,65912,14,N
10429,65640,65916,276,E
9925,63608,65920,2312,W
10431,65657,65924,267,E
10485,65920,65928,8,S
9928,63618,65932,2314,W
10486,65924,65936,12,N
10435,65674,65940,266,E
9932,63628,65944,2316,W
10439,65691,65948,257,E
9934,63638,65952,2314,W
10491,65948,65956,8,S
10442,65708,65960,252,E
10492,65950,65964,14,N
9937,63648,65968,2320,W
10446,65725,65972,247,E
9939,63658,65976,2318,W
10449,65742,65980,238,E
10496,65976,65984,8,S
10497,65976,65988,12,N
9943,63668,65992,2324,W
10452,65759,65996,237,E
9945,63678,66000,2322,W
10456,65776,66004,228,E
9948,63688,66008,2320,W
10502,66002,66012,10,N
10503,66004,66016,12,S
10459,65793,66020,227,E
9950,63698,66024,2326,W
10463,65810,66028,218,E
9954,63708,66032,2324,W
10507,66028,66036,8,N
10466,65827,66040,213,E
10509,66032,66044,12,S
9956,63718,66048,2330,W
10469,65844,66052,208,E
9959,63728,66056,2328,W
10473,65861,66060,199,E
10512,66054,66064,10,N
9961,63738,66068,2330,W
10514,66060,66072,12,S
10477,65878,66076,198,E
9964,63748,66080,2332,W
10480,65895,66084,189,E
10517,66080,66088,8,N
9967,63758,66092,2334,W
10483,65912,66096,184,E
10520,66088,66100,12,S
9970,63768,66104,2336,W
10488,65929,66108,179,E
9972,63778,66112,2334,W
10523,66106,66116,10,N
10490,65946,66120,174,E
9975,63788,66124,2336,W
10525,66116,66128,12,S
10494,65963,66132,169,E
9978,63798,66136,2338,W
10528,66132,66140,8,N
10498,65980,66144,164,E
9981,63808,66148,2340,W
10531,66144,66152,8,S
10500,65997,66156,159,E
9984,63818,66160,2342,W
10505,66014,66164,150,E
10534,66158,66168,10,N
9986,63828,66172,2344,W
10508,66031,66176,145,E
10537,66172,66180,8,S
9990,63838,66184,2346,W
10511,66048,66188,140,E
10539,66184,66192,8,N
9992,63848,66196,2348,W
10515,66065,66200,135,E
9996,63858,66204,2346,W
10542,66200,66208,8,S
10518,66082,66212,130,E
9997,63868,66216,2348,W
10545,66210,66220,10,N
10522,66099,66224,125,E
10001,63878,66228,2350,W
10526,66116,66232,116,E
10548,66228,66236,8,S
10003,63888,66240,2352,W
10529,66133,66244,111,E
10550,66236,66248,12,N
10007,63898,66252,2354,W
10532,66150,66256,106,E
10008,63908,66260,2352,W
10554,66256,66264,8,S
10536,66167,66268,101,E
10012,63918,66272,2354,W
10555,66262,66276,14,N
10540,66184,66280,96,E
10014,63928,66284,2356,W
10543,66201,66288,87,E
10559,66284,66292,8,S
10017,63938,66296,2358,W
10561,66288,66300,12,N
10546,66218,66304,86,E
10019,63948,66308,2360,W
10549,66235,66312,77,E
10022,63958,66316,2358,W
10565,66312,66320,8,S
10553,66252,66324,72,E
10566,66314,66328,14,N
10025,63968,66332,2364,W
10557,66269,66336,67,E
10028,63978,66340,2362,W
10560,66286,66344,58,E
10571,66340,66348,8,S
10572,66340,66352,12,N
10031,63988,66356,2368,W
10563,66303,66360,57,E
10033,63998,66364,2366,W
10567,66320,66368,48,E
10037,64008,66372,2364,W
10576,66366,66376,10,N
10577,66368,66380,12,S
10570,66337,66384,47,E
10039,64018,66388,2370,W
10574,66354,66392,38,E
10043,64028,66396,2368,W
10582,66392,66400,8,N
10578,66371,66404,33,E
10583,66396,66408,12,S
10044,64038,66412,2374,W
10580,66388,66416,28,E
10048,64048,66420,2372,W
10585,66405,66424,19,E
10586,66418,66428,10,N
10050,64058,66432,2374,W
10589,66424,66436,12,S
10588,66422,66440,18,E
10054,64068,66444,2376,W
10591,66439,66448,9,E
10592,66444,66452,8,N
10055,64078,66456,2378,W
10594,66452,66460,8,S
10595,66456,66464,8,E
10059,64088,66468,2380,W
10061,64098,66472,2374,W
10597,66470,66476,6,N
10065,64108,66480,2372,W
10598,66473,66484,11,E
10600,66480,66488,8,S
10067,64118,66492,2374,W
10602,66490,66496,6,E
10070,64128,66500,2372,W
10603,66496,66504,8,N
10072,64138,66508,2370,W
10605,66507,66512,5,E
10606,66508,66516,8,S
10075,64148,66520,2372,W
10078,64158,66524,2366,W
10608,66522,66528,6,N
10609,66524,66532,8,E
10080,64168,66536,2368,W
10611,66536,66540,4,S
10083,64178,66544,2366,W
10612,66541,66548,7,E
10086,64188,66552,2364,W
10614,66548,66556,8,N
10090,64198,66560,2362,W
10615,66558,66564,6,E
10091,64208,66568,2360,W
10617,66564,66572,8,S
10095,64218,66576,2358,W
10619,66574,66580,6,N
10620,66575,66584,9,E
10097,64228,66588,2360,W
10101,64238,66592,2354,W
10622,66592,66596,4,S
10623,66592,66600,8,E
10103,64248,66604,2356,W
10624,66600,66608,8,N
10106,64258,66612,2354,W
10626,66609,66616,7,E
10108,64268,66620,2352,W
10628,66620,66624,4,S
10112,64278,66628,2350,W
10629,66626,66632,6,N
10630,66626,66636,10,E
10114,64288,66640,2352,W
10117,64298,66644,2346,W
10633,66643,66648,5,E
10119,64308,66652,2344,W
10634,66648,66656,8,S
10635,66652,66660,8,N
10123,64318,66664,2346,W
10637,66660,66668,8,E
10125,64328,66672,2344,W
10128,64338,66676,2338,W
10639,66676,66680,4,S
10130,64348,66684,2336,W
10640,66677,66688,11,E
10641,66678,66692,14,N
10133,64358,66696,2338,W
10643,66694,66700,6,E
10136,64368,66704,2336,W
10645,66704,66708,4,S
10646,66704,66712,8,N
10139,64378,66716,2338,W
10647,66711,66720,9,E
10142,64388,66724,2336,W
10144,64398,66728,2330,W
10650,66728,66732,4,E
10148,64408,66736,2328,W
10651,66730,66740,10,N
10652,66732,66744,12,S
10150,64418,66748,2330,W
10654,66745,66752,7,E
10153,64428,66756,2328,W
10656,66756,66760,4,N
10155,64438,66764,2326,W
